paper_id,boundary_sample,source_text,provisional_route,source_spans,numeric_purity,human_route,human_purity_descriptor,human_notes
ICLR2025_90c56c77c6df45fc8e556a096b7a2b2e,True,"Outlier Synthesis via Hamiltonian Monte Carlo for Out-of-Distribution Detection Out-of-distribution (OOD) detection is crucial for developing trustworthy and reliable machine learning systems. Recent advances in training with auxiliary OOD data demonstrate efficacy in enhancing detection capabilities. Nonetheless, these methods heavily rely on acquiring a large pool of high-quality natural outliers. Some prior methods try to alleviate this problem by synthesizing virtual outliers but suffer from either poor quality or high cost due to the monotonous sampling strategy and the heavy-parameterized generative models. In this paper, we overcome all these problems by proposing the Hamiltonian Monte Carlo Outlier Synthesis (HamOS) framework, which views the synthesis process as sampling from Markov chains. Based solely on the in-distribution data, the Markov chains can extensively traverse the feature space and generate diverse and representative outliers, hence exposing the model to miscellaneous potential OOD scenarios. The Hamiltonian Monte Carlo with sampling acceptance rate almost close to 1 also makes our framework enjoy great efficiency. By empirically competing with SOTA baselines on both standard and large-scale benchmarks, we verify the efficacy and efficiency of our proposed HamOS.",DIAGNOSE_STRESS_TEST,"[{""end"": 743, ""route"": ""BUILD_IMPROVE"", ""start"": 734, ""term"": ""framework"", ""text"": ""framework""}, {""end"": 988, ""route"": ""BUILD_IMPROVE"", ""start"": 983, ""term"": ""model"", ""text"": ""model""}, {""end"": 220, ""route"": ""BUILD_IMPROVE"", ""start"": 212, ""term"": ""training"", ""text"": ""training""}, {""end"": 926, ""route"": ""BUILD_IMPROVE"", ""start"": 918, ""term"": ""generate"", ""text"": ""generate""}, {""end"": 69, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 50, ""term"": ""out-of-distribution"", ""text"": ""Out-of-Distribution""}, {""end"": 104, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 101, ""term"": ""ood"", ""text"": ""OOD""}, {""end"": 1244, ""route"": ""MEASURE_EVALUATE"", ""start"": 1234, ""term"": ""benchmarks"", ""text"": ""benchmarks""}]",,,,
ICLR2025_6f1914617c7be6783314a45b180ae5b7,True,"Multi-level Certified Defense Against Poisoning Attacks in Offline Reinforcement Learning Similar to other machine learning frameworks, Offline Reinforcement Learning (RL) is shown to be vulnerable to poisoning attacks, due to its reliance on externally sourced datasets, a vulnerability that is exacerbated by its sequential nature. To mitigate the risks posed by RL poisoning, we extend certified defenses to provide larger guarantees against adversarial manipulation, ensuring robustness for both per-state actions, and the overall expected cumulative reward. Our approach leverages properties of Differential Privacy, in a manner that allows this work to span both continuous and discrete spaces, as well as stochastic and deterministic environments---significantly expanding the scope and applicability of achievable guarantees. Empirical evaluations demonstrate that our approach ensures the performance drops to no more than 50% with up to 7% of the training data poisoned, significantly improving over the 0.008% in prior work (Wu et al., 2022), while producing certified radii that is 5 times larger as well. This highlights the potential of our framework to enhance safety and reliability in offline RL.",DIAGNOSE_STRESS_TEST,"[{""end"": 1164, ""route"": ""BUILD_IMPROVE"", ""start"": 1155, ""term"": ""framework"", ""text"": ""framework""}, {""end"": 965, ""route"": ""BUILD_IMPROVE"", ""start"": 957, ""term"": ""training"", ""text"": ""training""}, {""end"": 490, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 480, ""term"": ""robustness"", ""text"": ""robustness""}, {""end"": 456, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 445, ""term"": ""adversarial"", ""text"": ""adversarial""}, {""end"": 287, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 274, ""term"": ""vulnerability"", ""text"": ""vulnerability""}, {""end"": 1182, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 1176, ""term"": ""safety"", ""text"": ""safety""}, {""end"": 436, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 426, ""term"": ""guarantees"", ""text"": ""guarantees""}]",,,,
ICLR2025_8fd22f0faa94ece5344086c83302af90,False,"MIM-Refiner: A Contrastive Learning Boost from Intermediate Pre-Trained Masked Image Modeling Representations We introduce MIM (Masked Image Modeling)-Refiner, a contrastive learning boost for pre-trained MIM models. MIM-Refiner is motivated by the insight that strong representations within MIM models generally reside in intermediate layers. Accordingly, MIM-Refiner leverages multiple instance discrimination (ID) heads that are connected to different intermediate layers. In each head, a nearest neighbor ID objective constructs clusters that capture semantic information which improves performance on downstream tasks, including off-the-shelf and fine-tuning settings.The refinement process is short and simple - yet highly effective. Within a few epochs, we refine the features of MIM models from subpar to state-of-the-art, off-the-shelf features. Refining a ViT-H, pre-trained with data2vec 2.0 on ImageNet-1K, sets a new state-of-the-art in linear probing (84.7\%) and low-shot classification among models that are pre-trained on ImageNet-1K. MIM-Refiner efficiently combines the advantages of MIM and ID objectives, enabling scaling ID objectives to billion parameter models using relatively little compute. MIM-Refiner compares favorably against previous state-of-the-art SSL models on various benchmarks such as low-shot classification, long-tailed classification and semantic segmentation.",MEASURE_EVALUATE,"[{""end"": 122, ""route"": ""BUILD_IMPROVE"", ""start"": 113, ""term"": ""introduce"", ""text"": ""introduce""}, {""end"": 1315, ""route"": ""MEASURE_EVALUATE"", ""start"": 1305, ""term"": ""benchmarks"", ""text"": ""benchmarks""}]",,,,
ICLR2025_adbe936993aa7cf41e45054d8b72f183,False,"Benchmarking Agentic Workflow Generation Large Language Models (LLMs), with their exceptional ability to handle a wide range of tasks, have driven significant advancements in tackling reasoning and planning tasks, wherein decomposing complex problems into executable workflows is a crucial step in this process. Existing workflow evaluation frameworks either focus solely on holistic performance or suffer from limitations such as restricted scenario coverage, simplistic workflow structures, and lax evaluation standards. To this end, we introduce WorfBench, a unified workflow generation benchmark with multi-faceted scenarios and intricate graph workflow structures. Additionally, we present WorfEval, a systemic evaluation protocol utilizing subsequence and subgraph matching algorithms to accurately quantify the LLM agent's workflow generation capabilities. Through comprehensive evaluations across different types of LLMs, we discover distinct gaps between the sequence planning capabilities and graph planning capabilities of LLM agents, with even GPT-4 exhibiting a gap of around 15%. We also train two open-source models and evaluate their generalization abilities on held-out tasks. Furthermore, we observe that the generated workflows can enhance downstream tasks, enabling them to achieve superior performance with less time during inference. Code and dataset are available at https://github.com/zjunlp/WorfBench.",MEASURE_EVALUATE,"[{""end"": 548, ""route"": ""BUILD_IMPROVE"", ""start"": 539, ""term"": ""introduce"", ""text"": ""introduce""}, {""end"": 694, ""route"": ""BUILD_IMPROVE"", ""start"": 687, ""term"": ""present"", ""text"": ""present""}, {""end"": 1301, ""route"": ""BUILD_IMPROVE"", ""start"": 1294, ""term"": ""achieve"", ""text"": ""achieve""}, {""end"": 422, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 411, ""term"": ""limitations"", ""text"": ""limitations""}, {""end"": 599, ""route"": ""MEASURE_EVALUATE"", ""start"": 590, ""term"": ""benchmark"", ""text"": ""benchmark""}, {""end"": 1372, ""route"": ""MEASURE_EVALUATE"", ""start"": 1365, ""term"": ""dataset"", ""text"": ""dataset""}, {""end"": 340, ""route"": ""MEASURE_EVALUATE"", ""start"": 330, ""term"": ""evaluation"", ""text"": ""evaluation""}, {""end"": 1143, ""route"": ""MEASURE_EVALUATE"", ""start"": 1135, ""term"": ""evaluate"", ""text"": ""evaluate""}, {""end"": 735, ""route"": ""MEASURE_EVALUATE"", ""start"": 727, ""term"": ""protocol"", ""text"": ""protocol""}, {""end"": 1164, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 1150, ""term"": ""generalization"", ""text"": ""generalization""}]",,,,
ICLR2025_ecd92623ac899357312aaa8915853699,False,"OGBench: Benchmarking Offline Goal-Conditioned RL Offline goal-conditioned reinforcement learning (GCRL) is a major problem in reinforcement learning (RL) because it provides a simple, unsupervised, and domain-agnostic way to acquire diverse behaviors and representations from unlabeled data without rewards. Despite the importance of this setting, we lack a standard benchmark that can systematically evaluate the capabilities of offline GCRL algorithms. In this work, we propose OGBench, a new, high-quality benchmark for algorithms research in offline goal-conditioned RL. OGBench consists of 8 types of environments, 85 datasets, and reference implementations of 6 representative offline GCRL algorithms. We have designed these challenging and realistic environments and datasets to directly probe different capabilities of algorithms, such as stitching, long-horizon reasoning, and the ability to handle high-dimensional inputs and stochasticity. While representative algorithms may rank similarly on prior benchmarks, our experiments reveal stark strengths and weaknesses in these different capabilities, providing a strong foundation for building new algorithms. Project page: https://seohong.me/projects/ogbench",MEASURE_EVALUATE,"[{""end"": 480, ""route"": ""BUILD_IMPROVE"", ""start"": 473, ""term"": ""propose"", ""text"": ""propose""}, {""end"": 801, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 796, ""term"": ""probe"", ""text"": ""probe""}, {""end"": 377, ""route"": ""MEASURE_EVALUATE"", ""start"": 368, ""term"": ""benchmark"", ""text"": ""benchmark""}, {""end"": 1022, ""route"": ""MEASURE_EVALUATE"", ""start"": 1012, ""term"": ""benchmarks"", ""text"": ""benchmarks""}, {""end"": 410, ""route"": ""MEASURE_EVALUATE"", ""start"": 402, ""term"": ""evaluate"", ""text"": ""evaluate""}]",,,,
ICLR2025_525338e0d98401a62950bc7c454eb83d,True,"Occlusion-aware Non-Rigid Point Cloud Registration via Unsupervised Neural Deformation Correntropy Non-rigid alignment of point clouds is crucial for scene understanding, reconstruction, and various computer vision and robotics tasks. Recent advancements in implicit deformation networks for non-rigid registration have significantly reduced the reliance on large amounts of annotated training data. However, existing state-of-the-art methods still face challenges in handling occlusion scenarios. To address this issue, this paper introduces an innovative unsupervised method called Occlusion-Aware Registration (OAR) for non-rigidly aligning point clouds. The key innovation of our method lies in the utilization of the adaptive correntropy function as a localized similarity measure, enabling us to treat individual points distinctly. In contrast to previous approaches that solely minimize overall deviations between two shapes, we combine unsupervised implicit neural representations with the maximum correntropy criterion to optimize the deformation of unoccluded regions. This effectively avoids collapsed, tearing, and other physically implausible results. Moreover, we present a theoretical analysis and establish the relationship between the maximum correntropy criterion and the commonly used Chamfer distance, highlighting that the correntropy-induced metric can be served as a more universal measure for point cloud analysis. Additionally, we introducelocally linear reconstruction to ensure that regions lacking correspondences between shapes still undergo physically natural deformations. Our method achieves superior or competitive performance compared to existing approaches, particularly when dealing with occluded geometries. We also demonstrate the versatility of our method in challenging tasks such as large deformations, shape interpolation, and shape completion under occlusion disturbances.",MEASURE_EVALUATE,"[{""end"": 1185, ""route"": ""BUILD_IMPROVE"", ""start"": 1178, ""term"": ""present"", ""text"": ""present""}, {""end"": 576, ""route"": ""BUILD_IMPROVE"", ""start"": 570, ""term"": ""method"", ""text"": ""method""}, {""end"": 393, ""route"": ""BUILD_IMPROVE"", ""start"": 385, ""term"": ""training"", ""text"": ""training""}, {""end"": 1039, ""route"": ""BUILD_IMPROVE"", ""start"": 1031, ""term"": ""optimize"", ""text"": ""optimize""}, {""end"": 1370, ""route"": ""MEASURE_EVALUATE"", ""start"": 1364, ""term"": ""metric"", ""text"": ""metric""}, {""end"": 785, ""route"": ""MEASURE_EVALUATE"", ""start"": 778, ""term"": ""measure"", ""text"": ""measure""}, {""end"": 1199, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 1188, ""term"": ""theoretical"", ""text"": ""theoretical""}, {""end"": 1208, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 1200, ""term"": ""analysis"", ""text"": ""analysis""}]",,,,
ICLR2025_084cf2b3d73abafa1705336a0e9ebb1c,True,"A Distributional Approach to Uncertainty-Aware Preference Alignment Using Offline Demonstrations Designing reward functions in Reinforcement Learning (RL) often demands significant task-specific expertise. Offline Preference-based Reinforcement Learning (PbRL) provides an effective alternative to address the complexity of reward design by learning policies from offline datasets that contain human preferences between trajectory pairs. Existing offline PbRL studies typically model a reward function by maximizing its likelihood of generating the observed human preferences. However, due to the varying number of samples within the limited dataset, less frequently compared trajectories exhibit greater uncertainty, which potentially leads to unreliable behaviors during reward and policy updates. To solve this issue, in this work, we introduce Uncertainty-Aware PbRL (UA-PbRL) to learn a distributional reward model and a risk-sensitive policy from an offline preference dataset. Our approach employs a Maximum A Posteriori (MAP) objective to update trajectory rewards and incorporates an informative prior to account for the uncertainties. Building upon this reward update, we propose a generative reward model to capture the reward distribution, utilizing the offline distributional Bellman operator and the Conditional Value-at-Risk (CVaR) metric to train a risk-sensitive policy. Experimental results demonstrate that UA-PbRL effectively identifies and avoids states with high uncertainty, facilitating risk-averse behaviors across various tasks, including robot control and language model alignment. The code is available at https://github.com/Jasonxu1225/UA-PbRL.",MEASURE_EVALUATE,"[{""end"": 1189, ""route"": ""BUILD_IMPROVE"", ""start"": 1182, ""term"": ""propose"", ""text"": ""propose""}, {""end"": 847, ""route"": ""BUILD_IMPROVE"", ""start"": 838, ""term"": ""introduce"", ""text"": ""introduce""}, {""end"": 483, ""route"": ""BUILD_IMPROVE"", ""start"": 478, ""term"": ""model"", ""text"": ""model""}, {""end"": 889, ""route"": ""BUILD_IMPROVE"", ""start"": 884, ""term"": ""learn"", ""text"": ""learn""}, {""end"": 930, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 926, ""term"": ""risk"", ""text"": ""risk""}, {""end"": 649, ""route"": ""MEASURE_EVALUATE"", ""start"": 642, ""term"": ""dataset"", ""text"": ""dataset""}, {""end"": 1353, ""route"": ""MEASURE_EVALUATE"", ""start"": 1347, ""term"": ""metric"", ""text"": ""metric""}]",,,,
ICLR2025_b44ae90136013a8d0e2d24f6015b6097,True,"Mufu:  Multilingual Fused Learning for Low-Resource Translation with LLM Multilingual large language models (LLMs) are great translators, but this is largely limited to high-resource languages. For many LLMs, translating in and out of low-resource languages remains a challenging task. To maximize data efficiency in this low-resource setting, we introduce Mufu, which includes a selection of automatically generated multilingual candidates and an instruction to correct inaccurate translations in the prompt. Mufu prompts turn a translation task into a postediting one, and seek to harness the LLM’s reasoning capability with auxiliary translation candidates, from which the model is required to assess the input quality, align the semantics cross-lingually, copy from relevant inputs and override instances that are incorrect. Our experiments on En-XX translations over the Flores-200 dataset show LLMs finetuned against Mufu-style prompts are robust to poor quality auxiliary translation candidates, achieving performance superior to NLLB 1.3B distilled model in 64% of low- and very-low-resource language pairs. We then distill these models to reduce inference cost, while maintaining on average 3.1 chrF improvement over finetune-only baseline in low-resource translations.",MEASURE_EVALUATE,"[{""end"": 356, ""route"": ""BUILD_IMPROVE"", ""start"": 347, ""term"": ""introduce"", ""text"": ""introduce""}, {""end"": 681, ""route"": ""BUILD_IMPROVE"", ""start"": 676, ""term"": ""model"", ""text"": ""model""}, {""end"": 894, ""route"": ""MEASURE_EVALUATE"", ""start"": 887, ""term"": ""dataset"", ""text"": ""dataset""}, {""end"": 703, ""route"": ""MEASURE_EVALUATE"", ""start"": 697, ""term"": ""assess"", ""text"": ""assess""}]",,,,
ICLR2025_65b721a1df04c1098567f70d483d6468,False,"Classic but Everlasting: Traditional Gradient-Based Algorithms Converge Fast Even in Time-Varying Multi-Player Games Last-iterate convergence behaviours of well-known algorithms are intensively investigated in various games, such as two-player bilinear zero-sum games.However, most known last-iterate convergence properties rely on strict settings where the underlying games must have time-invariant payoffs.Besides, the limited known attempts on the games with time-varying payoffs are in two-player bilinear time-varying zero-sum games and strictly monotone games. By contrast, in other time-varying games, the last-iterate behaviours of two classic algorithms, i.e., extra gradient (EG) and optimistic gradient (OG) algorithms, still lack research, especially the convergence rates in multi-player games.In this paper, we investigate the last-iterate behaviours of EG and OG algorithms for convergent perturbed games, which extend upon the usual model of time-invariant games and incorporate external factors, such as vanishing noises.Using the recently proposed notion of the tangent residual (or its modifications) as the potential function of games and the measure of proximity to the Nash equilibrium, we prove that the last-iterate convergence rates of EG and OG algorithms for perturbed games on bounded convex closed sets are $O({1}/{\sqrt{T}})$ if such games converge to monotone games at rates fast enough and that such a result holds true for certain unconstrained perturbed games. With this result, we address an open questionasking for the last-iterate convergence rate of EG and OG algorithms in constrained and time-varying settings. The above convergence rates are similar to known tight results on corresponding time-invariant games.",EXPLAIN_MECHANISM_THEORY,"[{""end"": 954, ""route"": ""BUILD_IMPROVE"", ""start"": 949, ""term"": ""model"", ""text"": ""model""}, {""end"": 1170, ""route"": ""MEASURE_EVALUATE"", ""start"": 1163, ""term"": ""measure"", ""text"": ""measure""}, {""end"": 141, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 130, ""term"": ""convergence"", ""text"": ""convergence""}]",,,,
ICLR2025_59ac7b4faef41e5c49d4fee24f3e8fbb,False,"A Theoretically-Principled Sparse, Connected, and Rigid Graph Representation of Molecules Graph neural networks (GNNs) -- learn graph representations by exploiting graph's sparsity, connectivity, and symmetries -- have become indispensable for learning geometric data like molecules. However, the most used graphs (e.g., radial cutoff graphs) in molecular modeling lack theoretical guarantees for achieving connectivity and sparsity simultaneously, which are essential for the performance and scalability of GNNs. Furthermore, existing widely used graph construction methods for molecules lack rigidity, limiting GNNs' ability to exploit graph nodes' spatial arrangement. In this paper, we introduce a new hyperparameter-free graph construction of molecules and beyond with sparsity, connectivity, and rigidity guarantees. Remarkably, our method consistently generates connected and sparse graphs with the edge-to-node ratio being bounded above by 3. Our graphs' rigidity guarantees that edge distances and dihedral angles are sufficient to uniquely determine the general spatial arrangements of atoms. We substantiate the effectiveness and efficiency of our proposed graphs in various molecular modeling benchmarks. Code is available at \url{https://github.com/Utah-Math-Data-Science/UnitSphere}.",EXPLAIN_MECHANISM_THEORY,"[{""end"": 699, ""route"": ""BUILD_IMPROVE"", ""start"": 690, ""term"": ""introduce"", ""text"": ""introduce""}, {""end"": 845, ""route"": ""BUILD_IMPROVE"", ""start"": 839, ""term"": ""method"", ""text"": ""method""}, {""end"": 127, ""route"": ""BUILD_IMPROVE"", ""start"": 122, ""term"": ""learn"", ""text"": ""learn""}, {""end"": 1215, ""route"": ""MEASURE_EVALUATE"", ""start"": 1205, ""term"": ""benchmarks"", ""text"": ""benchmarks""}, {""end"": 381, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 370, ""term"": ""theoretical"", ""text"": ""theoretical""}, {""end"": 392, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 382, ""term"": ""guarantees"", ""text"": ""guarantees""}, {""end"": 26, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 16, ""term"": ""principled"", ""text"": ""Principled""}]",,,,
ICLR2025_f1e7c90552850afcc2558d78950c519d,False,"Neural Dueling Bandits: Preference-Based Optimization with Human Feedback Contextual dueling bandit is used to model the bandit problems, where a learner's goal is to find the best arm for a given context using observed noisy human preference feedback over the selected arms for the past contexts. However, existing algorithms assume the reward function is linear, which can be complex and non-linear in many real-life applications like online recommendations or ranking web search results. To overcome this challenge, we use a neural network to estimate the reward function using preference feedback for the previously selected arms. We propose upper confidence bound- and Thompson sampling-based algorithms with sub-linear regret guarantees that efficiently select arms in each round. We also extend our theoretical results to contextual bandit problems with binary feedback, which is in itself a non-trivial contribution. Experimental results on the problem instances derived from synthetic datasets corroborate our theoretical results.",EXPLAIN_MECHANISM_THEORY,"[{""end"": 645, ""route"": ""BUILD_IMPROVE"", ""start"": 638, ""term"": ""propose"", ""text"": ""propose""}, {""end"": 116, ""route"": ""BUILD_IMPROVE"", ""start"": 111, ""term"": ""model"", ""text"": ""model""}, {""end"": 817, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 806, ""term"": ""theoretical"", ""text"": ""theoretical""}, {""end"": 668, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 663, ""term"": ""bound"", ""text"": ""bound""}, {""end"": 742, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 732, ""term"": ""guarantees"", ""text"": ""guarantees""}]",,,,
ICLR2025_ead542f13a38179d1b55b88610f959a1,True,"To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning Chain-of-thought (CoT) via prompting is the de facto method for eliciting reasoning capabilities from large language models (LLMs). But for what kinds of tasks is this extra ""thinking"" really helpful? To analyze this, we conducted a quantitative meta-analysis covering over 100 papers using CoT and ran our own evaluations of 20 datasets across 14 models. Our results show that CoT gives strong performance benefits primarily on tasks involving math or logic, with much smaller gains on other types of tasks. On MMLU, directly generating the answer without CoT leads to almost identical accuracy as CoT unless the question or model's response contains an equals sign, indicating symbolic operations and reasoning. Following this finding, we analyze the behavior of CoT on these problems by separating planning and execution and comparing against tool-augmented LLMs. Much of CoT's gain comes from improving symbolic execution, but it underperforms relative to using a symbolic solver. Our results indicate that CoT can be applied selectively, maintaining performance while saving inference costs. Furthermore, they suggest a need to move beyond prompt-based CoT to new paradigms that better leverage intermediate computation across the whole range of LLM applications.",EXPLAIN_MECHANISM_THEORY,"[{""end"": 142, ""route"": ""BUILD_IMPROVE"", ""start"": 136, ""term"": ""method"", ""text"": ""method""}, {""end"": 714, ""route"": ""BUILD_IMPROVE"", ""start"": 709, ""term"": ""model"", ""text"": ""model""}, {""end"": 294, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 287, ""term"": ""analyze"", ""text"": ""analyze""}, {""end"": 342, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 334, ""term"": ""analysis"", ""text"": ""analysis""}]",,,,
ICLR2025_4f0396df41b7ddcd10cafe7c16e0db85,True,"Can a MISL Fly? Analysis and Ingredients for Mutual Information Skill Learning Self-supervised learning has the potential of lifting several of the key challenges in reinforcement learning today, such as exploration, representation learning, and reward design. Recent work (METRA) has effectively argued that moving away from mutual information and instead optimizing a certain Wasserstein distance is important for good performance. In this paper, we argue that the benefits seen in that paper can largely be explained within the existing framework of mutual information skill learning (MISL).Our analysis suggests a new MISL method (contrastive successor features) that retains the excellent performance of METRA with fewer moving parts, and highlights connections between skill learning, contrastive representation learning, and successor features. Finally, through careful ablation studies, we provide further insight into some of the key ingredients for both our method and METRA.",EXPLAIN_MECHANISM_THEORY,"[{""end"": 549, ""route"": ""BUILD_IMPROVE"", ""start"": 540, ""term"": ""framework"", ""text"": ""framework""}, {""end"": 633, ""route"": ""BUILD_IMPROVE"", ""start"": 627, ""term"": ""method"", ""text"": ""method""}, {""end"": 24, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 16, ""term"": ""analysis"", ""text"": ""Analysis""}]",,,,
ICLR2025_a76b693f36916a5ed84d6e5b39a0dc03,True,"KinFormer: Generalizable Dynamical Symbolic Regression for Catalytic Organic Reaction Kinetics Modeling kinetic equations is essential for understanding the mechanisms of chemical reactions, yet a complex and time-consuming task. Kinetic equation prediction is formulated as a problem of dynamical symbolic regression (DSR) subject to physical chemistry constraints. Deep learning (DL) holds the potential to capture reaction patterns and predict kinetic equations from data of chemical species, effectively avoiding empirical bias and improving efficiency compared with traditional analytical methods. Despite numerous studies focusing on DSR and the introduction of Transformers to predict ordinary differential equations, the corresponding models lack generalization abilities across diverse categories of reactions. In this study, we propose KinFormer, a generalizable kinetic equation prediction model. KinFormer utilizes a conditional Transformer to model DSR under physical constraints and employs Monte Carlo Tree Search to apply the model to new types of reactions. Experimental results on 20 types of organic reactions demonstrate that KinFormer not only outperforms classical baselines, but also exceeds Transformer baselines in out-of-domain evaluations, thereby proving its generalization ability.",EXPLAIN_MECHANISM_THEORY,"[{""end"": 845, ""route"": ""BUILD_IMPROVE"", ""start"": 838, ""term"": ""propose"", ""text"": ""propose""}, {""end"": 906, ""route"": ""BUILD_IMPROVE"", ""start"": 901, ""term"": ""model"", ""text"": ""model""}, {""end"": 531, ""route"": ""DIAGNOSE_STRESS_TEST"", ""start"": 527, ""term"": ""bias"", ""text"": ""bias""}, {""end"": 769, ""route"": ""EXPLAIN_MECHANISM_THEORY"", ""start"": 755, ""term"": ""generalization"", ""text"": ""generalization""}]",,,,
