review_item_id,block_key,original_problem_context,current_method_masked_seed,source_spans,deterministic_duplicate_diagnostic,deterministic_generic_terms_masked,deterministic_solution_prescribing_spans,reviewer_id,review_round,comprehensible,method_neutral,solution_leakage,duplicated_or_malformed,multi_route_open,source_faithful,seed_decision,failure_types,approved_repair_text,reviewer_rationale
fcf01b17fd7311eefb09567d,4a6abaeabde5087f27e323b6,"We investigate the label noise problem in supervised binary classification settings and resurface the underutilized instance- only dependent noise model through loss correction. On the one hand, based on risk equivalence, the instance-aware loss correction scheme completes the bridge from empirical noisy risk minimization to true clean risk minimization provided the base loss is classification calibrated (e.g., cross-entropy). We investigate the label noise problem in supervised binary classification settings and resurface the underutilized instance- only dependent noise model through loss correction.","We investigate the label noise problem in supervised binary classification settings and resurface the underutilized instance- only dependent noise model through loss correction. On the one hand, based on risk equivalence, the instance-aware loss correction scheme completes the bridge from empirical noisy risk minimization to true clean risk minimization provided the base loss is classification calibrated (e.g., cross-entropy).

OBSERVED PROBLEM / OPEN QUESTION We investigate the label noise problem in supervised binary classification settings and resurface the underutilized instance- only dependent noise model through loss correction.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":177,""start"":0,""text"":""We investigate the label noise problem in supervised binary classification settings and resurface the underutilized instance- only dependent noise model through loss correction.""},{""end"":430,""start"":178,""text"":""On the one hand, based on risk equivalence, the instance-aware loss correction scheme completes the bridge from empirical noisy risk minimization to true clean risk minimization provided the base loss is classification calibrated (e.g., cross-entropy).""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Correction"",""Dependent"",""Instance-only"",""Label"",""Loss"",""Noise"",""Resurfacing""]","[{""end"":177,""start"":0,""text"":""We investigate the label noise problem in supervised binary classification settings and resurface the underutilized instance- only dependent noise model through loss correction.""}]",,,,,,,,,,,,
3b981860cdd916aab0d83a48,55b7ed5ebdb443a7ab940634,"Relational Deep Learning (RDL) is a promising approach for building state-of-the-art predictive models on multi-table relational data by representing it as a heterogeneous temporal graph. However, commonly used Graph Neural Network models suffer from fundamental limitations in capturing complex structural patterns and long-range dependencies that are inherent in relational data. The literature indicates an unresolved technical limitation or uncertainty in this area.","[MASKED_ENTITY] Deep Learning ([MASKED_ENTITY]) is a promising approach for building state-of-the-art predictive models on multi-table relational data by representing it as a heterogeneous temporal graph. However, commonly used [MASKED_ENTITY] Neural Network models suffer from fundamental limitations in capturing complex structural patterns and long-range dependencies that are inherent in relational data.

OBSERVED PROBLEM / OPEN QUESTION The literature indicates an unresolved technical limitation or uncertainty in this area.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":187,""start"":0,""text"":""Relational Deep Learning (RDL) is a promising approach for building state-of-the-art predictive models on multi-table relational data by representing it as a heterogeneous temporal graph.""},{""end"":381,""start"":188,""text"":""However, commonly used Graph Neural Network models suffer from fundamental limitations in capturing complex structural patterns and long-range dependencies that are inherent in relational data.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""GNN"",""Graph"",""RDL"",""Relational"",""Transformer""]",[],,,,,,,,,,,,
8de70a126e8bcbffb1b909ef,57f5a3ea670a3390e016b66d,"Using a nearly-frozen pretrained model, the continual representation learning paradigm reframes parameter updates as a similarity-matching problem to mitigate catastrophic forgetting. However, directly leveraging pretrained features for downstream tasks often suffers from multicollinearity in the similarity-matching stage, and more advanced methods can be computationally prohibitive for real-time, low-latency applications. Using a nearly-frozen pretrained model, the continual representation learning paradigm reframes parameter updates as a similarity-matching problem to mitigate catastrophic forgetting. Extensive simulation experiments across diverse network architectures and data regimes validate Fly-CL’s effectiveness in addressing this challenge through a biologically inspired design.","Using a nearly-frozen pretrained model, the continual representation learning paradigm reframes parameter updates as a similarity-matching problem to mitigate catastrophic forgetting. However, directly leveraging pretrained features for downstream tasks often suffers from multicollinearity in the similarity-matching stage, and more advanced methods can be computationally prohibitive for real-time, low-latency applications.

OBSERVED PROBLEM / OPEN QUESTION Using a nearly-frozen pretrained model, the continual representation learning paradigm reframes parameter updates as a similarity-matching problem to mitigate catastrophic forgetting. Extensive simulation experiments across diverse network architectures and data regimes validate [MASKED_ENTITY]’s effectiveness in addressing this challenge through a biologically inspired design.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":183,""start"":0,""text"":""Using a nearly-frozen pretrained model, the continual representation learning paradigm reframes parameter updates as a similarity-matching problem to mitigate catastrophic forgetting.""},{""end"":426,""start"":184,""text"":""However, directly leveraging pretrained features for downstream tasks often suffers from multicollinearity in the similarity-matching stage, and more advanced methods can be computationally prohibitive for real-time, low-latency applications.""},{""end"":1036,""start"":849,""text"":""Extensive simulation experiments across diverse network architectures and data regimes validate Fly-CL’s effectiveness in addressing this challenge through a biologically inspired design.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Continual"",""Decorrelation"",""Efficient"",""Enhancing"",""Fly-CL"",""Fly-Inspired"",""Framework"",""Model-based"",""Pre-trained"",""Reduced"",""Representation"",""Time"",""Training""]","[{""end"":183,""start"":0,""text"":""Using a nearly-frozen pretrained model, the continual representation learning paradigm reframes parameter updates as a similarity-matching problem to mitigate catastrophic forgetting.""}]",,,,,,,,,,,,
235d7009d7e97787daeb1fa4,5fbdb61b1a7e2f30e96d55fa,"Autoregressive models (ARMs) are hindered by slow sequential inference. While masked diffusion models (MDMs) offer a parallel alternative, they suffer from critical drawbacks: high computational overhead from precluding Key-Value (KV) caching, and incoherent generation arising from learning dependencies over an intractable space of token combinations. Extensive experiments on seven diverse benchmarks show that ReFusion not only overwhelmingly surpasses prior MDMs with a 34\% performance gain and an over 18$\times$ speedup on average, but also bridges the performance gap to strong ARMs while maintaining a 2.33$\times$ average speedup.","[MASKED_ENTITY] models (ARMs) are hindered by slow sequential inference. While masked diffusion models (MDMs) offer a parallel alternative, they suffer from critical drawbacks: high computational overhead from precluding Key-Value (KV) caching, and incoherent generation arising from learning dependencies over an intractable space of token combinations.

OBSERVED PROBLEM / OPEN QUESTION Extensive experiments on seven diverse benchmarks show that [MASKED_ENTITY] not only overwhelmingly surpasses prior MDMs with a 34\% performance gain and an over 18$\times$ speedup on average, but also bridges the performance gap to strong ARMs while maintaining a 2.33$\times$ average speedup.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":71,""start"":0,""text"":""Autoregressive models (ARMs) are hindered by slow sequential inference.""},{""end"":353,""start"":72,""text"":""While masked diffusion models (MDMs) offer a parallel alternative, they suffer from critical drawbacks: high computational overhead from precluding Key-Value (KV) caching, and incoherent generation arising from learning dependencies over an intractable space of token combinations.""},{""end"":1259,""start"":972,""text"":""Extensive experiments on seven diverse benchmarks show that ReFusion not only overwhelmingly surpasses prior MDMs with a 34\\% performance gain and an over 18$\\times$ speedup on average, but also bridges the performance gap to strong ARMs while maintaining a 2.33$\\times$ average speedup.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Autoregressive"",""Decoding"",""Diffusion"",""Language"",""Large"",""Parallel"",""ReFusion""]",[],,,,,,,,,,,,
a0fdca4e596919b5a5f9fe04,609d999b30a95d0e489c04cc,"Reward models (RMs) are essential in reinforcement learning from human feedback (RLHF) to align large language models (LLMs) with human values. However, RM training data is commonly recognized as low-quality, containing inductive biases that can easily lead to overfitting and reward hacking. A limited number of prior RM debiasing approaches either target a single specific type of bias or model the problem with only simple linear correlations, e.g. , Pearson coefficients.","[MASKED_ENTITY] models (RMs) are essential in reinforcement learning from human feedback ([MASKED_ENTITY]) to align large language models (LLMs) with human values. However, RM training data is commonly recognized as low-quality, containing inductive biases that can easily lead to overfitting and reward hacking.

OBSERVED PROBLEM / OPEN QUESTION A limited number of prior RM debiasing approaches either target a single specific type of bias or model the problem with only simple linear correlations, e.g. , Pearson coefficients.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":143,""start"":0,""text"":""Reward models (RMs) are essential in reinforcement learning from human feedback (RLHF) to align large language models (LLMs) with human values.""},{""end"":292,""start"":144,""text"":""However, RM training data is commonly recognized as low-quality, containing inductive biases that can easily lead to overfitting and reward hacking.""},{""end"":653,""start"":471,""text"":""A limited number of prior RM debiasing approaches either target a single specific type of bias or model the problem with only simple linear correlations, e.g. , Pearson coefficients.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Bias"",""DIR"",""Eliminating"",""Guidance"",""Inductive"",""Information-Theoretic"",""RLHF"",""Reward""]","[{""end"":292,""start"":144,""text"":""However, RM training data is commonly recognized as low-quality, containing inductive biases that can easily lead to overfitting and reward hacking.""},{""end"":653,""start"":471,""text"":""A limited number of prior RM debiasing approaches either target a single specific type of bias or model the problem with only simple linear correlations, e.g. , Pearson coefficients.""}]",,,,,,,,,,,,
0d24804279f7048079eca0d3,63a1fe69f0bda694366d8d96,"Deep neural networks remain highly vulnerable to adversarial examples, and most defenses collapse once gradients can be reliably estimated. We identify \emph{gradient consensus}—the tendency of randomized transformations to yield aligned gradients—as a key driver of adversarial transferability. Deep neural networks remain highly vulnerable to adversarial examples, and most defenses collapse once gradients can be reliably estimated. Attackers exploit this consensus to construct perturbations that remain effective across transformations.","Deep neural networks remain highly vulnerable to adversarial examples, and most defenses collapse once gradients can be reliably estimated. We identify \emph{gradient consensus}—the tendency of randomized transformations to yield aligned gradients—as a key driver of adversarial transferability.

OBSERVED PROBLEM / OPEN QUESTION Deep neural networks remain highly vulnerable to adversarial examples, and most defenses collapse once gradients can be reliably estimated. Attackers exploit this consensus to construct perturbations that remain effective across transformations.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":139,""start"":0,""text"":""Deep neural networks remain highly vulnerable to adversarial examples, and most defenses collapse once gradients can be reliably estimated.""},{""end"":295,""start"":140,""text"":""We identify \\emph{gradient consensus}—the tendency of randomized transformations to yield aligned gradients—as a key driver of adversarial transferability.""},{""end"":401,""start"":296,""text"":""Attackers exploit this consensus to construct perturbations that remain effective across transformations.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Adversarial"",""DRIFT"",""Defense"",""Divergent"",""Filtered"",""Response"",""Robust"",""Transformations""]",[],,,,,,,,,,,,
1607385ea15ecfe40c8afdd5,830a0ac7e58337d5e7378f46,"Ensuring synthesizability in generative small molecule design remains a major challenge. While recent developments in synthesizable molecule generation have demonstrated promising results, these efforts have been largely confined to 2D molecular graph representations, limiting the ability to perform geometry-based conditional generation. Ensuring synthesizability in generative small molecule design remains a major challenge.","Ensuring synthesizability in generative small molecule design remains a major challenge. While recent developments in synthesizable molecule generation have demonstrated promising results, these efforts have been largely confined to 2D molecular graph representations, limiting the ability to perform geometry-based conditional generation.

OBSERVED PROBLEM / OPEN QUESTION Ensuring synthesizability in generative small molecule design remains a major challenge.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":88,""start"":0,""text"":""Ensuring synthesizability in generative small molecule design remains a major challenge.""},{""end"":339,""start"":89,""text"":""While recent developments in synthesizable molecule generation have demonstrated promising results, these efforts have been largely confined to 2D molecular graph representations, limiting the ability to perform geometry-based conditional generation.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Coordinate"",""Generation"",""Joint"",""Modeling"",""Molecule"",""Reaction"",""SYNCOGEN"",""SYNSPACE"",""SynCoGen"",""Synthesizable""]",[],,,,,,,,,,,,
2486b7b9f07f95aa4eee930c,84a8473c90b77af4eb64cc4d,"As Large Language Models (LLMs) are increasingly deployed in real-world applications, it is important to ensure their behaviors align with human values, societal norms, and ethical principles. However, safety alignment under Reinforcement Learning (RL) often suffers from forgetting learned general abilities, which is also known as the alignment tax. The literature indicates an unresolved technical limitation or uncertainty in this area.","As Large Language Models (LLMs) are increasingly deployed in real-world applications, it is important to ensure their behaviors align with human values, societal norms, and ethical principles. However, safety alignment under Reinforcement Learning (RL) often suffers from forgetting learned general abilities, which is also known as the alignment tax.

OBSERVED PROBLEM / OPEN QUESTION The literature indicates an unresolved technical limitation or uncertainty in this area.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":192,""start"":0,""text"":""As Large Language Models (LLMs) are increasingly deployed in real-world applications, it is important to ensure their behaviors align with human values, societal norms, and ethical principles.""},{""end"":351,""start"":193,""text"":""However, safety alignment under Reinforcement Learning (RL) often suffers from forgetting learned general abilities, which is also known as the alignment tax.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Alignment"",""Constrained"",""LLM"",""Mitigating"",""NSPO"",""Null-Space"",""Optimization"",""PKU"",""Policy"",""Safety"",""Tax""]",[],,,,,,,,,,,,
44a0509a84c2f26a85098cb3,983a02092febcba7bfdbd2a2,"Deep learning methods for electronic-structure Hamiltonian prediction have offered significant computational efficiency advantages over traditional density functional theory (DFT), yet the diversity of atomic types, structural patterns, and the high-dimensional complexity of Hamiltonians pose substantial challenges to the generalization performance. In this work, we contribute on both the methodology and dataset sides to advance universal deep learning paradigm for Hamiltonian prediction. The literature indicates an unresolved technical limitation or uncertainty in this area.","[MASKED_ENTITY] learning methods for electronic-structure [MASKED_ENTITY] prediction have offered significant computational efficiency advantages over traditional density functional theory ([MASKED_ENTITY]), yet the diversity of atomic types, structural patterns, and the high-dimensional complexity of Hamiltonians pose substantial challenges to the generalization performance. In this work, we contribute on both the methodology and dataset sides to advance universal deep learning paradigm for [MASKED_ENTITY] prediction.

OBSERVED PROBLEM / OPEN QUESTION The literature indicates an unresolved technical limitation or uncertainty in this area.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":351,""start"":0,""text"":""Deep learning methods for electronic-structure Hamiltonian prediction have offered significant computational efficiency advantages over traditional density functional theory (DFT), yet the diversity of atomic types, structural patterns, and the high-dimensional complexity of Hamiltonians pose substantial challenges to the generalization performance.""},{""end"":493,""start"":352,""text"":""In this work, we contribute on both the methodology and dataset sides to advance universal deep learning paradigm for Hamiltonian prediction.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Advancing"",""DFT"",""Deep"",""Electronic-Structure"",""HAM"",""Hamiltonian"",""Materials"",""Prediction"",""SOC"",""Universal""]",[],,,,,,,,,,,,
39c8f9064be19c231e05e5b3,aa4cc4ce24ed05e3d8ccff94,"Graph neural networks (GNNs) are the standard for learning on graphs, yet they have limited expressive power, often expressed in terms of the Weisfeiler-Leman (WL) hierarchy or within the framework of first-order logic. In this context, topological neural networks (TNNs) have recently emerged as a promising alternative for graph representation learning. The literature indicates an unresolved technical limitation or uncertainty in this area.","Graph neural networks (GNNs) are the standard for learning on graphs, yet they have limited expressive power, often expressed in terms of the Weisfeiler-Leman (WL) hierarchy or within the framework of first-order logic. In this context, topological neural networks (TNNs) have recently emerged as a promising alternative for graph representation learning.

OBSERVED PROBLEM / OPEN QUESTION The literature indicates an unresolved technical limitation or uncertainty in this area.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":219,""start"":0,""text"":""Graph neural networks (GNNs) are the standard for learning on graphs, yet they have limited expressive power, often expressed in terms of the Weisfeiler-Leman (WL) hierarchy or within the framework of first-order logic.""},{""end"":355,""start"":220,""text"":""In this context, topological neural networks (TNNs) have recently emerged as a promising alternative for graph representation learning.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""CCWL"",""Expressiveness"",""Logical"",""Networks"",""Neural"",""Topological""]","[{""end"":219,""start"":0,""text"":""Graph neural networks (GNNs) are the standard for learning on graphs, yet they have limited expressive power, often expressed in terms of the Weisfeiler-Leman (WL) hierarchy or within the framework of first-order logic.""}]",,,,,,,,,,,,
8f9d72ebfb9093af22a95adf,bda17dd5675f437de73b5a12,"Given the importance of building robust machine learning models, considerable efforts have recently been put into developing training strategies that achieve robustness to outliers and adversarial attacks. Yet, a major aspect that remains an open problem is systematic robustness to global forms of noise such as those that come from measurements and quantization. Given the importance of building robust machine learning models, considerable efforts have recently been put into developing training strategies that achieve robustness to outliers and adversarial attacks. Yet, a major aspect that remains an open problem is systematic robustness to global forms of noise such as those that come from measurements and quantization.","Given the importance of building robust machine learning models, considerable efforts have recently been put into developing training strategies that achieve robustness to outliers and adversarial attacks. Yet, a major aspect that remains an open problem is systematic robustness to global forms of noise such as those that come from measurements and quantization.

OBSERVED PROBLEM / OPEN QUESTION Given the importance of building robust machine learning models, considerable efforts have recently been put into developing training strategies that achieve robustness to outliers and adversarial attacks. Yet, a major aspect that remains an open problem is systematic robustness to global forms of noise such as those that come from measurements and quantization.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":205,""start"":0,""text"":""Given the importance of building robust machine learning models, considerable efforts have recently been put into developing training strategies that achieve robustness to outliers and adversarial attacks.""},{""end"":364,""start"":206,""text"":""Yet, a major aspect that remains an open problem is systematic robustness to global forms of noise such as those that come from measurements and quantization.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Distributionally"",""Noise"",""PDE"",""Robust"",""Tolerance"",""WDRL""]","[{""end"":205,""start"":0,""text"":""Given the importance of building robust machine learning models, considerable efforts have recently been put into developing training strategies that achieve robustness to outliers and adversarial attacks.""}]",,,,,,,,,,,,
6fa309f7297934dcd90b92a3,ee2996e9bd6d12507b2a7aa6,"We study inference-time scaling for diffusion models, where the goal is to adapt a pre-trained model to new target distributions without retraining. Existing guidance-based methods are simple but introduce bias, while particle-based corrections suffer from weight degeneracy and high computational cost. The literature indicates an unresolved technical limitation or uncertainty in this area.","We study inference-time scaling for diffusion models, where the goal is to adapt a pre-trained model to new target distributions without retraining. Existing guidance-based methods are simple but introduce bias, while particle-based corrections suffer from weight degeneracy and high computational cost.

OBSERVED PROBLEM / OPEN QUESTION The literature indicates an unresolved technical limitation or uncertainty in this area.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":148,""start"":0,""text"":""We study inference-time scaling for diffusion models, where the goal is to adapt a pre-trained model to new target distributions without retraining.""},{""end"":303,""start"":149,""text"":""Existing guidance-based methods are simple but introduce bias, while particle-based corrections suffer from weight degeneracy and high computational cost.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Control"",""Diffusion"",""Drift"",""DriftLite"",""ECG"",""Inference-Time"",""Lightweight"",""Scaling"",""VCG""]","[{""end"":148,""start"":0,""text"":""We study inference-time scaling for diffusion models, where the goal is to adapt a pre-trained model to new target distributions without retraining.""},{""end"":303,""start"":149,""text"":""Existing guidance-based methods are simple but introduce bias, while particle-based corrections suffer from weight degeneracy and high computational cost.""}]",,,,,,,,,,,,
d2fdeb4e78dce4923bd66396,f362ba379cce557f3755d6e8,"Certifying nonnegativity of polynomials is a well-known NP-hard problem with direct applications spanning non-convex optimization, control, robotics, and beyond. A sufficient condition for nonnegativity is the Sum-of-Squares property, i.e., it can be written as a sum of squares of other polynomials. Certifying nonnegativity of polynomials is a well-known NP-hard problem with direct applications spanning non-convex optimization, control, robotics, and beyond.","[MASKED_ENTITY] nonnegativity of polynomials is a well-known NP-hard problem with direct applications spanning non-convex optimization, control, robotics, and beyond. A sufficient condition for nonnegativity is the [MASKED_ENTITY] property, i.e., it can be written as a sum of squares of other polynomials.

OBSERVED PROBLEM / OPEN QUESTION [MASKED_ENTITY] nonnegativity of polynomials is a well-known NP-hard problem with direct applications spanning non-convex optimization, control, robotics, and beyond.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":161,""start"":0,""text"":""Certifying nonnegativity of polynomials is a well-known NP-hard problem with direct applications spanning non-convex optimization, control, robotics, and beyond.""},{""end"":300,""start"":162,""text"":""A sufficient condition for nonnegativity is the Sum-of-Squares property, i.e., it can be written as a sum of squares of other polynomials.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""Certifying"",""IOL"",""Neural"",""Nonnegativity"",""Polynomials"",""SDP"",""SOS"",""Sum-of-Squares"",""Transformers"",""ZIB""]","[{""end"":161,""start"":0,""text"":""Certifying nonnegativity of polynomials is a well-known NP-hard problem with direct applications spanning non-convex optimization, control, robotics, and beyond.""}]",,,,,,,,,,,,
db2595e8e61ecee1b87e0c08,fde622687185c7decf5178ca,"Persistence spheres are a new functional representation of persistence diagrams. In contrast to existing embeddings such as persistence images, landscapes, or kernel-based methods, persistence spheres define a bi-continuous mapping: they are Lipschitz continuous with respect to the 1-Wasserstein distance and admit a continuous inverse on their image. Empirically, we evaluate them on clustering, regression, and classification tasks involving functional data, time series, graphs, meshes, and point clouds.","Persistence spheres are a new functional representation of persistence diagrams. In contrast to existing embeddings such as persistence images, landscapes, or kernel-based methods, persistence spheres define a bi-continuous mapping: they are Lipschitz continuous with respect to the 1-Wasserstein distance and admit a continuous inverse on their image.

OBSERVED PROBLEM / OPEN QUESTION Empirically, we evaluate them on clustering, regression, and classification tasks involving functional data, time series, graphs, meshes, and point clouds.

TASK Propose one technically substantive and experimentally testable ICLR-style research project that directly addresses this scientific problem. Choose the research strategy you consider most appropriate.","[{""end"":80,""start"":0,""text"":""Persistence spheres are a new functional representation of persistence diagrams.""},{""end"":352,""start"":81,""text"":""In contrast to existing embeddings such as persistence images, landscapes, or kernel-based methods, persistence spheres define a bi-continuous mapping: they are Lipschitz continuous with respect to the 1-Wasserstein distance and admit a continuous inverse on their image.""},{""end"":825,""start"":670,""text"":""Empirically, we evaluate them on clustering, regression, and classification tasks involving functional data, time series, graphs, meshes, and point clouds.""}]","{""duplicate_paragraph_count"":0,""duplicate_paragraphs"":[],""paragraph_count"":3}","[""BI-CONTINUOUS"",""CONTINUOUS"",""DIAGRAMS"",""PERSISTENCE"",""REPRESENTATIONS"",""SPHERES""]",[],,,,,,,,,,,,
